Torneo;Fase y Grupo;Fecha;Estadio/Ciudad;Local;Goles L;Visita;Goles V;Observaciones;Resultado
Brasil, 2014;Primera, Grupo D;14 de junio de 2014;Arena Amazìnia / Manaos;Inglaterra;1;Italia;2;PT 1 a 1;Visita
Brasil, 2014;Primera, Grupo C;14 de junio de 2014;Arena Pernambuco / Recife;Costa de Marfil;2;Jap¢n;1;PT 0 a 1;Local
Brasil, 2014;Primera, Grupo E;15 de junio de 2014;Nacional / Brasilia;Suiza;2;Ecuador;1;PT 0 a 1;Local
Brasil, 2014;Primera, Grupo E;15 de junio de 2014;Beira-Rio / Porto Alegre;Francia;3;Honduras;0;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo F;15 de junio de 2014;Maracan† / R°o de Janeiro;Argentina;2;Bosnia-Herzegovina;1;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo G;16 de junio de 2014;Arena Fonte Nova /Salvador;Alemania;4;Portugal;0;PT 3 a 0;Local
Brasil, 2014;Primera, Grupo F;16 de junio de 2014;Arena da Baixada / Curitiba;Ir†n;0;Nigeria;0;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo G;16 de junio de 2014;Estadio das Dunas / Natal;Ghana;1;Estados Unidos;2;PT 0 a 1;Visita
Brasil, 2014;Primera, Grupo H;17 de junio de 2014;Mineirao / Belo Horizonte;BÇlgica;2;Argelia;1;PT 0 a 1;Local
Brasil, 2014;Primera, Grupo A;17 de junio de 2014;Castelao / Fortaleza;Brasil;0;MÇxico;0;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo H;17 de junio de 2014;Arena Pantanal / Cuiab†;Rusia;1;Corea del Sur;1;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo B;18 de junio de 2014;Beira-Rio / Porto Alegre;Australia;2;Pa°ses Bajos;3;PT 1 a 1;Visita
Brasil, 2014;Primera, Grupo B;18 de junio de 2014;Maracan† / R°o de Janeiro;Espa§a;0;Chile;2;PT 0 a 2;Visita
Brasil, 2014;Primera, Grupo A;18 de junio de 2014;Arena Amazìnia / Manaos;Camer£n;0;Croacia;4;PT 0 a 1;Visita
Brasil, 2014;Primera, Grupo C;19 de junio de 2014;Nacional / Brasilia;Colombia;2;Costa de Marfil;1;PT 0 a 0;Local
Brasil, 2014;Primera, Grupo D;19 de junio de 2014;Arena / San Pablo;Uruguay;2;Inglaterra;1;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo C;19 de junio de 2014;Estadio das Dunas / Natal;Jap¢n;0;Grecia;0;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo D;20 de junio de 2014;Arena Pernambuco / Recife;Italia;0;Costa Rica;1;PT 0 a 1;Visita
Brasil, 2014;Primera, Grupo E;20 de junio de 2014;Arena Fonte Nova / Salvador;Suiza;2;Francia;5;PT 0 a 3;Visita
Brasil, 2014;Primera, Grupo E;20 de junio de 2014;Arena da Baixada / Curitiba;Honduras;1;Ecuador;2;PT 1 a 1;Visita
Brasil, 2014;Primera, Grupo F;21 de junio de 2014;Mineirao / Belo Horizonte;Argentina;1;Ir†n;0;PT 0 a 0;Local
Brasil, 2014;Primera, Grupo G;21 de junio de 2014;Arena Fonte Nova / Fortaleza;Alemania;2;Ghana;2;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo F;21 de junio de 2014;Arena Pantanal / Cuiab†;Nigeria;1;Bosnia-Herzegovina;0;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo H;22 de junio de 2014;Maracan† / R°o de Janeiro;BÇlgica;1;Rusia;0;PT 0 a 0;Local
Brasil, 2014;Primera, Grupo H;22 de junio de 2014;Beira-Rio / Porto Alegre;Corea del Sur;2;Argelia;4;PT 0 a 3;Visita
Brasil, 2014;Primera, Grupo G;22 de junio de 2014;Arena Amazìnia / Manaos;Estados Unidos;2;Portugal;2;PT 0 a 1;Empate
Brasil, 2014;Primera, Grupo B;23 de junio de 2014;Arena da Baixada / Curitiba;Australia;0;Espa§a;3;PT 0 a 1;Visita
Brasil, 2014;Primera, Grupo B;23 de junio de 2014;Arena / San Pablo;Pa°ses Bajos;2;Chile;0;PT 0 a 0;Local
Brasil, 2014;Primera, Grupo A;23 de junio de 2014;Nacional / Brasilia;Camer£n;1;Brasil;4;PT 1 a 2;Visita
Brasil, 2014;Primera, Grupo A;23 de junio de 2014;Arena Pernambuco / Recife;Croacia;1;MÇxico;3;PT 0 a 0;Visita
Brasil, 2014;Primera, Grupo D;24 de junio de 2014;Estadio das Dunas / Natal;Italia;0;Uruguay;1;PT 0 a 0;Visita
Brasil, 2014;Primera, Grupo D;24 de junio de 2014;Mineirao / Belo Horizonte;Costa Rica;0;Inglaterra;0;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo C;24 de junio de 2014;Arena Pantanal / Cuiab†;Jap¢n;1;Colombia;4;PT 1 a 1;Visita
Brasil, 2014;Primera, Grupo C;24 de junio de 2014;Arena Fonte Nova / Fortaleza;Grecia;2;Costa de Marfil;1;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo F;25 de junio de 2014;Beira-Rio / Porto Alegre;Nigeria;2;Argentina;3;PT 1 a 2;Visita
Brasil, 2014;Primera, Grupo F;25 de junio de 2014;Arena Fonte Nova / Salvador;Bosnia-Herzegovina;3;Ir†n;1;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo E;25 de junio de 2014;Arena Amazìnia / Manaos;Honduras;0;Suiza;3;PT 0 a 2;Visita
Brasil, 2014;Primera, Grupo E;25 de junio de 2014;Maracan† / R°o de Janeiro;Ecuador;0;Francia;0;PT 0 a 0;Empate
Brasil, 2014;Primera, Grupo G;26 de junio de 2014;Arena Pernambuco / Recife;Estados Unidos;0;Alemania;1;PT 0 a 0;Visita
Brasil, 2014;Primera, Grupo G;26 de junio de 2014;Nacional / Brasilia;Portugal;2;Ghana;1;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo H;26 de junio de 2014;Arena / San Pablo;Corea del Sur;0;BÇlgica;1;PT 0 a 0;Visita
Brasil, 2014;Primera, Grupo H;26 de junio de 2014;Arena da Baixada / Curitiba;Argelia;1;Rusia;1;PT 0 a 1;Empate
Brasil, 2014;Octavos de Final, partido 1;28 de junio de 2014;Mineirao / Belo Horizonte;Brasil;4;Chile;3;PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 2).;Local
Brasil, 2014;Octavos de Final, partido 2;28 de junio de 2014;Maracan† / R°o de Janeiro;Colombia;2;Uruguay;0;PT 1 a 0.;Local
Brasil, 2014;Octavos de Final, partido 3;29 de junio de 2014;Arena Fonte Nova / Fortaleza;Pa°ses Bajos;2;MÇxico;1;PT 0 a 0;Local
Brasil, 2014;Octavos de Final, partido 4;29 de junio de 2014;Arena Pernambuco / Recife;Costa Rica;6;Grecia;4;PT 0 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (5 a 3);Local
Brasil, 2014;Octavos de Final, partido 5;30 de junio de 2014;Nacional / Brasilia;Francia;2;Nigeria;0;PT 0 a 0.;Local
Brasil, 2014;Octavos de Final, partido 6;30 de junio de 2014;Beira-Rio / Porto Alegre;Alemania;2;Argelia;1;PT 0 a 0. ST 0 a 0. Suplementario 2 a 1.;Local
Brasil, 2014;Octavos de Final, partido 7;1 de julio de 2014;Arena / San Pablo;Argentina;1;Suiza;0;PT 0 a 0. ST 0 a 0. Suplementario 1 a 0.;Local
Brasil, 2014;Octavos de Final, partido 8;1 de julio de 2014;Arena Fonte Nova / Salvador;BÇlgica;2;Estados Unidos;1;PT 0 a 0. ST 0 a 0. Suplementario 2 a 1.;Local
Brasil, 2014;Cuartos de Final, partido 1;4 de julio de 2014;Maracan† / R°o de Janeiro;Francia;0;Alemania;1;PT 1 a 0.;Visita
Brasil, 2014;Cuartos de Final, partido 2;4 de julio de 2014;Arena Fonte Nova / Fortaleza;Brasil;2;Colombia;1;PT 1 a 0.;Local
Brasil, 2014;Cuartos de Final, partido 3;5 de julio de 2014;Nacional / Brasilia;Argentina;1;BÇlgica;0;PT 1 a 0.;Local
Brasil, 2014;Cuartos de Final, partido 4;5 de julio de 2014;Arena Fonte Nova / Salvador;Pa°ses Bajos;4;Costa Rica;3;PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (4 a 3);Local
Brasil, 2014;Semifinal 1;8 de julio de 2014;Mineirao / Belo Horizonte;Brasil;1;Alemania;7;PT 5 a 0.;Visita
Brasil, 2014;Semifinal 2;9 de julio de 2014;Arena / San Pablo;Pa°ses Bajos;2;Argentina;4;PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (2 a 4);Visita
Brasil, 2014;Tercer y Cuarto Puesto;12 de julio de 2014;Nacional / Brasilia;Brasil;0;Pa°ses Bajos;3;PT 0 a 2.;Visita
Brasil, 2014;Final;13 de julio de 2014;Maracan† / R°o de Janeiro;Alemania;1;Argentina;0;PT 0 a 0. ST 0 a 0. Suplementario 1 a 0.;Local
Rusia, 2018;Primera, Grupo A;14 de junio de 2018;Estado Ol°mpico Luzhniki /Mosc£;Rusia;5;Arabia Saudita;0;PT 2 a 0;Local
Rusia, 2018;Primera, Grupo A;15 de junio de 2018;Estadio Central / Ekaterimburgo;Uruguay;1;Egipto;0;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo B;15 de junio de 2018;Estadio Krestovski / San Petersburgo;Marruecos;0;Ir†n;5;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo B;15 de junio de 2018;Estadio Ol°mpico /Sochi;Portugal;3;Espa§a;3;PT 2 a 1;Empate
Rusia, 2018;Primera, Grupo C;16 de junio de 2018;Kaz†n Arena / Kaz†n;Francia;2;Australia;1;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo D;16 de junio de 2018;Otkrytie Arena / Mosc£;Argentina;1;Islandia;1;PT 1 a 1;Empate
Rusia, 2018;Primera, Grupo C;16 de junio de 2018;Mordovia Arena / Saransk;Per£;0;Dinamarca;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo D;16 de junio de 2018;Estadio de Kaliningrado / Kaliningrado;Croacia;2;Nigeria;0;PT 1 a 0;Local
Rusia, 2018;Primera, Grupo E;17 de junio de 2018;Cosmos Arena / Samara;Costa Rica;0;Serbia;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo F;17 de junio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Alemania;0;MÇxico;1;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo E;17 de junio de 2018;Rostov Arena / Rostov del Don;Brasil;1;Suiza;1;PT 1 a 0;Empate
Rusia, 2018;Primera, Grupo F;17 de junio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Suecia;1;Corea del Sur;0;PT 0 a 1;Local
Rusia, 2018;Primera, Grupo G;18 de junio de 2018;Estadio Ol°mpico / Sochi;BÇlgica;3;Panam†;0;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo G;18 de junio de 2018;Volgogrado Arena / Volgogrado;T£nez;1;Inglaterra;2;PT 1 a 1;Visita
Rusia, 2018;Primera, Grupo H;19 de junio de 2018;Mordovia Arena / Saransk;Colombia;1;Jap¢n;2;PT 1 a 1;Visita
Rusia, 2018;Primera, Grupo H;19 de junio de 2018;Otkrytie Arena / Mosc£;Polonia;1;Senegal;2;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo A;19 de junio de 2018;Estadio Krestovski / San Petersburgo;Rusia;3;Egipto;1;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo B;20 de junio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Portugal;1;Marruecos;0;PT 1 a 0;Local
Rusia, 2018;Primera, Grupo A;20 de junio de 2018;Rostov Arena / Rostov del Don;Uruguay;1;Arabia Saudita;0;PT 1 a 0;Local
Rusia, 2018;Primera, Grupo B;20 de junio de 2018;Kaz†n Arena / Kaz†n;Ir†n;0;Espa§a;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo C;21 de junio de 2018;Cosmos Arena / Samara;Dinamarca;1;Australia;1;PT 1 a 1;Empate
Rusia, 2018;Primera, Grupo C;21 de junio de 2018;Estadio Central / Ekaterimburgo;Francia;1;Per£;0;PT 1 a 0;Local
Rusia, 2018;Primera, Grupo D;21 de junio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Argentina;0;Croacia;3;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo E;22 de junio de 2018;Estadio Krestovski / San Petersburgo;Brasil;2;Costa Rica;0;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo D;22 de junio de 2018;Volgogrado Arena / Volgogrado;Nigeria;2;Islandia;0;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo E;22 de junio de 2018;Estadio de Kaliningrado / Kaliningrado;Serbia;1;Suiza;2;PT 1 a 0;Visita
Rusia, 2018;Primera, Grupo G;23 de junio de 2018;Otkrytie Arena / Mosc£;BÇlgica;5;T£nez;2;PT 2 a 1;Local
Rusia, 2018;Primera, Grupo F;23 de junio de 2018;Rostov Arena / Rostov del Don;Corea del Sur;1;MÇxico;2;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo F;23 de junio de 2018;Estadio Ol°mpico / Sochi;Alemania;2;Suecia;1;PT 0 a 1;Local
Rusia, 2018;Primera, Grupo G;24 de junio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Inglaterra;6;Panam†;1;PT 5 a 0;Local
Rusia, 2018;Primera, Grupo H;24 de junio de 2018;Estadio Central / Ekaterimburgo;Jap¢n;2;Senegal;2;PT 1 a 1;Empate
Rusia, 2018;Primera, Grupo H;24 de junio de 2018;Kaz†n Arena / Kaz†n;Polonia;0;Colombia;3;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo A;25 de junio de 2018;Cosmos Arena / Samara;Uruguay;3;Rusia;0;PT 2 a 0;Local
Rusia, 2018;Primera, Grupo A;25 de junio de 2018;Volgogrado Arena / Volgogrado;Arabia Saudita;2;Egipto;1;PT 1 a 1;Local
Rusia, 2018;Primera, Grupo B;25 de junio de 2018;Mordovia Arena / Saransk;Ir†n;1;Portugal;1;PT 0 a 1;Empate
Rusia, 2018;Primera, Grupo B;25 de junio de 2018;Estadio de Kaliningrado / Kaliningrado;Espa§a;2;Marruecos;2;PT 1 a 1;Empate
Rusia, 2018;Primera, Grupo C;26 de junio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Dinamarca;0;Francia;0;PT 0 a 0;Empate
Rusia, 2018;Primera, Grupo C;26 de junio de 2018;Estadio Ol°mpico / Sochi;Australia;0;Per£;2;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo D;26 de junio de 2018;Estadio Krestovski / San Petersburgo;Nigeria;1;Argentina;2;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo D;26 de junio de 2018;Rostov Arena / Rostov del Don;Islandia;1;Croacia;2;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo F;27 de junio de 2018;Kaz†n Arena / Kaz†n;Corea del Sur;2;Alemania;0;PT 0 a 0;Local
Rusia, 2018;Primera, Grupo F;27 de junio de 2018;Estadio Central / Ekaterimburgo;MÇxico;0;Suecia;3;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo E;27 de junio de 2018;Otkrytie Arena / Mosc£;Serbia;0;Brasil;2;PT 0 a 1;Visita
Rusia, 2018;Primera, Grupo E;27 de junio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Suiza;2;Costa Rica;2;PT 1 a 0;Empate
Rusia, 2018;Primera, Grupo H;28 de junio de 2018;Volgogrado Arena / Volgogrado;Jap¢n;0;Polonia;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo H;28 de junio de 2018;Cosmos Arena / Samara;Senegal;0;Colombia;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo G;28 de junio de 2018;Estadio de Kaliningrado / Kaliningrado;Inglaterra;0;BÇlgica;1;PT 0 a 0;Visita
Rusia, 2018;Primera, Grupo G;28 de junio de 2018;Mordovia Arena / Saransk;Panam†;1;T£nez;2;PT 1 a 0;Visita
Rusia, 2018;Octavos de Final, partido 1;30 de junio de 2018;Kaz†n Arena / Kaz†n;Uruguay;2;Portugal;1;PT 1 a 0;Local
Rusia, 2018;Octavos de Final, partido 2;30 de junio de 2018;Estadio Ol°mpico / Sochi;Francia;4;Argentina;3;PT 1 a 2;Local
Rusia, 2018;Octavos de Final, partido 3;1 de julio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Espa§a;4;Rusia;5;PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 4);Visita
Rusia, 2018;Octavos de Final, partido 4;1 de julio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Croacia;4;Dinamarca;3;PT 1 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 2);Local
Rusia, 2018;Octavos de Final, partido 5;2 de julio de 2018;Cosmos Arena / Samara;Brasil;2;MÇxico;0;PT 0 a 0.;Local
Rusia, 2018;Octavos de Final, partido 6;2 de julio de 2018;Rostov Arena / Rostov del Don;BÇlgica;3;Jap¢n;2;PT 0 a 0;Local
Rusia, 2018;Octavos de Final, partido 7;3 de julio de 2018;Estadio Krestovski / San Petersburgo;Suecia;1;Suiza;0;PT 0 a 0;Local
Rusia, 2018;Octavos de Final, partido 8;3 de julio de 2018;Otkrytie Arena / Mosc£;Colombia;4;Inglaterra;5;PT 0 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (3 a 4);Visita
Rusia, 2018;Cuartos de Final, partido 1;6 de julio de 2018;Estadio de Nizhni Novgorod / Nizhni Novgorod;Uruguay;0;Francia;2;PT 0 a 1;Visita
Rusia, 2018;Cuartos de Final, partido 2;6 de julio de 2018;Kaz†n Arena / Kaz†n;Brasil;1;BÇlgica;2;PT 0 a 2;Visita
Rusia, 2018;Cuartos de Final, partido 3;7 de julio de 2018;Cosmos Arena / Samara;Suecia;0;Inglaterra;2;PT 0 a 1;Visita
Rusia, 2018;Cuartos de Final, partido 4;7 de julio de 2018;Estadio Ol°mpico / Sochi;Rusia;5;Croacia;6;PT 1 a 1. ST 1 a 1. Suplementario 2 a 2. Penales (3 a 4);Visita
Rusia, 2018;Semifinal 1;10 de julio de 2018;Estadio Krestovski / San Petersburgo;Francia;1;BÇlgica;0;PT 0 a 0;Local
Rusia, 2018;Semifinal 2;10 de julio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Croacia;2;Inglaterra;1;PT 0 a 1. ST 1 a 1. Suplementario 2 a 1.;Local
Rusia, 2018;Tercer y Cuarto Puesto;14 de julio de 2018;Estadio Krestovski / San Petersburgo;BÇlgica;2;Inglaterra;0;PT 1 a 0;Local
Rusia, 2018;Final;15 de julio de 2018;Estadio Ol°mpico Luzhniki / Mosc£;Francia;4;Croacia;2;PT 2 a 1;Local
Qatar, 2022;Primera, Grupo A;20 de Noviembre de 2022;Estadio Al Bayt / Jor;Qatar;0;Ecuador;2;PT 0 a 2;Visita
Qatar, 2022;Primera, Grupo A;21 de Noviembre de 2022;Estadio Al Thumama / Doha;Senegal;0;Pa°ses Bajos;2;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo B;21 de Noviembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Inglaterra;6;Ir†n;2;PT 3 a 0;Local
Qatar, 2022;Primera, Grupo B;21 de Noviembre de 2022;Estadio Ahmed bin Ali / Ray†n;Estados Unidos;1;Gales;1;PT 1 a 0;Empate
Qatar, 2022;Primera, Grupo C;22 de Noviembre de 2022;Estadio Al Daayen / Lusail;Argentina;1;Arabia Saudita;2;PT 1 a 0;Visita
Qatar, 2022;Primera, Grupo D;22 de Noviembre de 2022;Estadio Education City / Doha;Dinamarca;0;T£nez;0;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo C;22 de Noviembre de 2022;Estadio 974 / Doha;MÇxico;0;Polonia;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo D;22 de Noviembre de 2022;Estadio Al Janoub / Al Wakrah;Francia;4;Australia;1;PT 2 a 1;Local
Qatar, 2022;Primera, Grupo F;23 de Noviembre de 2022;Estadio Al Bayt / Jor;Marruecos;0;Croacia;0;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo E;23 de Noviembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Alemania;1;Jap¢n;2;PT 1 a 0;Visita
Qatar, 2022;Primera, Grupo E;23 de Noviembre de 2022;Estadio Al Thumama / Doha;Espa§a;7;Costa Rica;0;PT 3 a 0;Local
Qatar, 2022;Primera, Grupo F;23 de Noviembre de 2022;Estadio Ahmed bin Ali / Ray†n;BÇlgica;1;Canad†;0;PT 1 a 0;Local
Qatar, 2022;Primera, Grupo G;24 de Noviembre de 2022;Estadio Al Janoub / Al Wakrah;Suiza;1;Camer£n;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo H;24 de Noviembre de 2022;Estadio Education City / Doha;Uruguay;0;Corea del Sur;0;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo H;24 de Noviembre de 2022;Estadio 974 / Doha;Portugal;3;Ghana;2;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo G;24 de Noviembre de 2022;Estadio Al Daayen / Lusail;Brasil;2;Serbia;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo B;25 de Noviembre de 2022;Estadio Ahmed bin Ali / Ray†n;Gales;0;Ir†n;2;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo A;25 de Noviembre de 2022;Estadio Al Thumama / Doha;Qatar;1;Senegal;3;PT 0 a 1;Visita
Qatar, 2022;Primera, Grupo A;25 de Noviembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Pa°ses Bajos;1;Ecuador;1;PT 1 a 0;Empate
Qatar, 2022;Primera, Grupo B;25 de Noviembre de 2022;Estadio Al Bayt / Jor;Inglaterra;0;Estados Unidos;0;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo D;26 de Noviembre de 2022;Estadio Al Janoub / Al Wakrah;T£nez;0;Australia;1;PT 0 a 1;Visita
Qatar, 2022;Primera, Grupo C;26 de Noviembre de 2022;Estadio Education City / Doha;Polonia;2;Arabia Saudita;0;PT 1 a 0;Local
Qatar, 2022;Primera, Grupo D;26 de Noviembre de 2022;Estadio 974 / Doha;Francia;2;Dinamarca;1;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo C;26 de Noviembre de 2022;Estadio Al Daayen / Lusail;Argentina;2;MÇxico;2;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo E;27 de Noviembre de 2022;Estadio Ahmed bin Ali / Ray†n;Jap¢n;0;Costa Rica;1;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo F;27 de Noviembre de 2022;Estadio Al Thumama / Doha;BÇlgica;0;Marruecos;2;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo F;27 de Noviembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Croacia;4;Canad†;1;PT 2 a 1;Local
Qatar, 2022;Primera, Grupo E;27 de Noviembre de 2022;Estadio Al Bayt / Jor;Espa§a;1;Alemania;1;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo G;28 de Noviembre de 2022;Estadio Al Janoub / Al Wakrah;Camer£n;3;Serbia;3;PT 1 a 2;Empate
Qatar, 2022;Primera, Grupo H;28 de Noviembre de 2022;Estadio Education City / Doha;Corea del Sur;2;Ghana;3;PT 0 a 2;Visita
Qatar, 2022;Primera, Grupo G;28 de Noviembre de 2022;Estadio 974 / Doha;Brasil;1;Suiza;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo H;28 de Noviembre de 2022;Estadio Al Daayen / Lusail;Portugal;2;Uruguay;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo A;29 de Noviembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Ecuador;1;Senegal;2;PT 0 a 1;Visita
Qatar, 2022;Primera, Grupo A;29 de Noviembre de 2022;Estadio Al Bayt / Jor;Pa°ses Bajos;2;Qatar;0;PT 1 a 0;Local
Qatar, 2022;Primera, Grupo B;29 de Noviembre de 2022;Estadio Ahmed bin Ali / Ray†n;Gales;0;Inglaterra;3;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo B;29 de Noviembre de 2022;Estadio Al Thumama / Doha;Ir†n;0;Estados Unidos;1;PT 0 a 1;Visita
Qatar, 2022;Primera, Grupo D;30 de Noviembre de 2022;Estadio Al Janoub / Al Wakrah;Australia;1;Dinamarca;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo D;30 de Noviembre de 2022;Estadio Education City / Doha;T£nez;1;Francia;0;PT 0 a 0;Local
Qatar, 2022;Primera, Grupo C;30 de Noviembre de 2022;Estadio 974 / Doha;Polonia;0;Argentina;2;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo C;30 de Noviembre de 2022;Estadio Al Daayen / Lusail;Arabia Saudita;1;MÇxico;2;PT 0 a 0;Visita
Qatar, 2022;Primera, Grupo F;1 de Diciembre de 2022;Estadio Al Thumama / Doha;Canad†;1;Marruecos;2;PT 1 a 2;Visita
Qatar, 2022;Primera, Grupo F;1 de Diciembre de 2022;Estadio Ahmed bin Ali / Ray†n;Croacia;0;BÇlgica;0;PT 0 a 0;Empate
Qatar, 2022;Primera, Grupo E;1 de Diciembre de 2022;Estadio Al Bayt / Jor;Costa Rica;2;Alemania;4;PT 0 a 1;Visita
Qatar, 2022;Primera, Grupo E;1 de Diciembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Jap¢n;2;Espa§a;1;PT 0 a 1;Local
Qatar, 2022;Primera, Grupo H;2 de Diciembre de 2022;Estadio Al Janoub / Al Wakrah;Ghana;0;Uruguay;2;PT 0 a 2;Visita
Qatar, 2022;Primera, Grupo H;2 de Diciembre de 2022;Estadio Education City / Doha;Corea del Sur;2;Portugal;1;PT 1 a 1;Local
Qatar, 2022;Primera, Grupo G;2 de Diciembre de 2022;Estadio 974 / Doha;Serbia;2;Suiza;3;PT 2 a 2;Visita
Qatar, 2022;Primera, Grupo G;2 de Diciembre de 2022;Estadio Al Daayen / Lusail;Camer£n;1;Brasil;0;PT 0 a 0;Local
Qatar, 2022;Octavos de Final, partido 1;3 de Diciembre de 2022;Estadio Internacional Al Khalifa / Ray†n;Pa°ses Bajos;3;Estados Unidos;1;PT 2 a 0;Local
Qatar, 2022;Octavos de Final, partido 2;3 de Diciembre de 2022;Estadio Ahmed bin Ali / Ray†n;Argentina;2;Australia;1;PT 1 a 0;Local
Qatar, 2022;Octavos de Final, partido 3;4 de Diciembre de 2022;Estadio Al Thumama / Doha;Francia;3;Polonia;1;PT 1 a 0;Local
Qatar, 2022;Octavos de Final, partido 4;4 de Diciembre de 2022;Estadio Al Bayt / Jor;Inglaterra;3;Senegal;0;PT 2 a 0;Local
Qatar, 2022;Octavos de Final, partido 5;5 de Diciembre de 2022;Estadio Al Janoub / Al Wakrah;Jap¢n;2;Croacia;4;PT 1 a 0. ST 1 a 1. Suplementario 1 a 1. Penales (1 a 3);Visita
Qatar, 2022;Octavos de Final, partido 6;5 de Diciembre de 2022;Estadio 974 / Doha;Brasil;4;Corea del Sur;1;PT 4 a 0.;Local
Qatar, 2022;Octavos de Final, partido 7;6 de Diciembre de 2022;Estadio Education City / Doha;Marruecos;0;Espa§a;0;PT 0 a 0. ST 0 a 0. Suplementario 0 a 0. Penales (3 a 1);Empate
Qatar, 2022;Octavos de Final, partido 8;6 de Diciembre de 2022;Estadio Al Daayen / Lusail;Portugal;6;Suiza;1;PT 2 a 0.;Local
Qatar, 2022;Cuartos de Final, partido 1;9 de Diciembre de 2022;Estadio Education City / Doha;Croacia;5;Brasil;3;PT 0 a 0. ST 0 a 0. Suplementario 1 a 1. Penales (4 a 2);Local
